Athlete,Qualify_Prob,Win_Prob,Podium_Prob
Femke Kok,0.9637,0.7783,0.9038
Suzanne Schulting,0.6183,0.0223,0.2385
Jutta Leerdam,0.4898,0.0044,0.0901
Marrit Fledderus,0.2686,0.0003,0.0187
Naomi Verkerk,0.2381,0.0002,0.0138
Dione Voskamp,0.3142,0.0019,0.0463
Anna Boersma,0.0412,0.0,0.0
Angel Daleman,0.0375,0.0,0.0001
Chloé Hoogendoorn,0.023,0.0,0.0002
Michelle de Jong,0.0034,0.0,0.0
Isabel Grevelt,0.0022,0.0,0.0
