Athlete,Qualify_Prob,Win_Prob,Podium_Prob
Joy Beune,1.0,0.1946,0.8566
Merel Conijn,1.0,0.1028,0.5012
Marijke Groenewoud,0.6761,0.0089,0.1272
Sanne In 't Hof,0.2301,0.0,0.0007
Bente Kerkhoff,0.0604,0.0,0.0
Melissa Wijfje,0.03,0.0,0.0
Elisa Dul,0.0034,0.0,0.0
