Athlete,Qualify_Prob,Win_Prob,Podium_Prob
Sebastian Diniz,0.8146,0.0123,0.1046
Janno Botman,0.7413,0.0002,0.0073
Merijn Scheperkamp,0.5624,0.0016,0.0152
Stefan Westenbroek,0.5002,0.0,0.0005
Joep Wennemars,0.2421,0.0,0.0
Mats van den Bos,0.0397,0.0,0.0
Dai Dai Ntab,0.0807,0.0,0.0
Serge Yoro,0.019,0.0,0.0
