Athlete,Country,Races,Shifted_Mean,Shape,Shift_Used,Profile_Type,Scale
Jordan Stolz,USA,13,0.3598461538461598,0.5198423648816389,0.6520000000000067,Actual,0.31436619971871504
Jenning de Boo,NED,12,0.4673333333333393,0.5567640552679384,0.6520000000000067,Actual,0.4002341185673597
Joon-Ho Kim,KOR,11,0.5854545454545514,0.39930357265872146,0.6520000000000067,Actual,0.540593102468425
Laurent Dubreuil,CAN,14,0.6467142857142905,0.4452217289162944,0.6520000000000067,Actual,0.5856916194750477
Damian Żurek,POL,15,0.6552000000000058,0.27070701368473576,0.6520000000000067,Actual,0.6316272266701112
Wataru Morishige,JPN,15,0.6852000000000049,0.2424150902584513,0.6520000000000067,Actual,0.6653599872896503
Marek Kania,POL,12,0.6930000000000046,0.31053825065970714,0.6520000000000067,Actual,0.660378395091719
Tatsuya Shinhama,JPN,13,0.7015384615384674,0.40408983477224725,0.6520000000000067,Actual,0.6465376468633621
Yevgeniy Koshkin,KAZ,13,0.711076923076929,0.7122092286537473,0.6520000000000067,Actual,0.5517856310169924
Sebastian Diniz,NED,13,0.7540000000000049,0.34666846018851055,0.6520000000000067,Actual,0.7100269005123752
Cooper Mcleod,USA,15,0.7578666666666719,0.2817782921732896,0.6520000000000067,Actual,0.7283691294970216
Bjørn Magnussen,NOR,14,0.8464285714285761,0.17720663959816857,0.6520000000000067,Actual,0.833242503451237
Yuuta Hirose,JPN,6,0.8470000000000057,0.20666383050041073,0.6520000000000067,Actual,0.8291041041474674
Janno Botman,NED,2,0.8580000000000062,0.20520727985820802,0.6520000000000067,Synthetic,0.8401236518898269
Marten Liiv,EST,15,0.9085333333333384,0.23943858762016448,0.6520000000000067,Actual,0.8828595774816173
Katsuhiro Kuratsubo,JPN,11,0.9270909090909147,0.4023567113952319,0.6520000000000067,Actual,0.8550040170367704
Merijn Scheperkamp,NED,13,0.9584615384615425,0.33278332683934736,0.6520000000000067,Actual,0.9068318699874569
Stefan Westenbroek,NED,11,0.9640000000000061,0.1612422235498216,0.6520000000000067,Actual,0.9515495559306262
Ryota Kojima,JPN,4,1.010500000000008,0.11475113788210323,0.6520000000000067,Actual,1.0038688106402545
Joep Wennemars,NED,4,1.012500000000003,0.040148093391161155,0.6520000000000067,Actual,1.0116843198513812
Ziwen Lian,CHN,15,1.0152000000000057,0.20101642041342266,0.6520000000000067,Actual,0.994894912260514
Taiyo Nonomura,JPN,1,1.0540000000000007,0.20520727985820802,0.6520000000000067,Synthetic,1.032040010596587
Yankun Zhao,CAN,2,1.0720000000000014,0.20520727985820802,0.6520000000000067,Synthetic,1.049664982314556
Piotr Michalski,POL,14,1.0722857142857214,0.20978952490525785,0.6520000000000067,Actual,1.0489469217995742
Sanghyeok Cho,KOR,12,1.104833333333339,0.19254063667739607,0.6520000000000067,Actual,1.0845428324796085
Kyungmin Koo,KOR,7,1.1225714285714348,0.21752971731666557,0.6520000000000067,Actual,1.0963235810358707
Nil Llop Izquierdo,ESP,14,1.139857142857149,0.15610980085297513,0.6520000000000067,Actual,1.1260521086484676
Anders Johnson,CAN,15,1.1465333333333396,0.18984413184416682,0.6520000000000067,Actual,1.1260573936502
Mats van den Bos,NED,7,1.185714285714292,0.10886702761495852,0.6520000000000067,Actual,1.1787085039339158
Christopher Fiola,CAN,15,1.1892000000000058,0.19498508857735264,0.6520000000000067,Actual,1.1668073050620262
Jae-Woong Jeong,KOR,7,1.2097142857142908,0.1724246817209839,0.6520000000000067,Actual,1.191864715845417
Zach Stoppelmoor,USA,12,1.2385000000000046,0.1242037159993154,0.6520000000000067,Actual,1.2289838483784221
Yuuma Murakami,JPN,7,1.2425714285714342,0.1635694976149316,0.6520000000000067,Actual,1.2260596308180804
Ze Liu,CHN,7,1.2625714285714333,0.19320655278216103,0.6520000000000067,Actual,1.2392248604771876
Haonan Du,CHN,13,1.265538461538467,0.1697192279443165,0.6520000000000067,Actual,1.2474424118591432
Issa Gunji,JPN,6,1.2760000000000054,0.19839387159786412,0.6520000000000067,Actual,1.2511337256536288
Dai Dai Ntab,NED,1,1.2840000000000118,0.20520727985820802,0.6520000000000067,Synthetic,1.2572479825484146
Jeffrey Rosanelli,ITA,7,1.2997142857142923,0.10672209792041475,0.6520000000000067,Actual,1.2923337042066307
Altaj Zjardembekuly,KAZ,11,1.346181818181824,0.1700557895323706,0.6520000000000067,Actual,1.326856773136166
Cédrick Brunet,CAN,13,1.364153846153851,0.24340251192498633,0.6520000000000067,Actual,1.3243369936980334
Mateusz Mikołajuk,POL,2,1.3730000000000033,0.20520727985820802,0.6520000000000067,Synthetic,1.344393676042805
Tingyu Gao,CHN,10,1.3832000000000053,0.6167840967202919,0.6520000000000067,Actual,1.1436081915645424
Siver Brattgjerd,NOR,7,1.4068571428571484,0.13498539368497484,0.6520000000000067,Actual,1.394098139987157
Artur Galiyev,KAZ,6,1.4130000000000058,0.1306819569967103,0.6520000000000067,Actual,1.400985919187557
Henrik Fagerli Rukke,NOR,11,1.4443636363636425,0.15118232426551892,0.6520000000000067,Actual,1.427951338875824
Pål Myhren Kristensen,NOR,7,1.4514285714285786,0.06361495065214251,0.6520000000000067,Actual,1.4484946751710026
Bin Liu,CHN,3,1.4533333333333367,0.1062396559834859,0.6520000000000067,Actual,1.4451546447713228
Szymon Wojtakowski,POL,1,1.4540000000000135,0.20520727985820802,0.6520000000000067,Synthetic,1.4237060487736721
Serge Yoro,NED,1,1.4940000000000127,0.20520727985820802,0.6520000000000067,Synthetic,1.4628726525913787
Zhiwen Xue,CHN,14,1.5044285714285779,0.5731641788143125,0.6520000000000067,Actual,1.2765416065435147
David Bosa,ITA,11,1.5267272727272796,0.16444689464426018,0.6520000000000067,Actual,1.506222734300736
Tae-Yun Kim,KOR,4,1.5375000000000072,0.15176520811687141,0.6520000000000067,Actual,1.5198951945107115
Conor Mcdermott-Mostowy,USA,12,1.5621666666666716,0.11364927747300538,0.6520000000000067,Actual,1.5521105771726171
Austin Kleba,USA,3,1.5900000000000045,0.17924236790671438,0.6520000000000067,Actual,1.5646624330677656
Alec Sklutovsky,USA,2,1.6080000000000028,0.20520727985820802,0.6520000000000067,Synthetic,1.5744974734718347
Kacper Abratkiewicz,POL,8,1.637500000000005,0.14982177468998836,0.6520000000000067,Actual,1.6192246222777706
Nikita Vazhenin,KAZ,5,1.6632000000000076,0.09804452977791256,0.6520000000000067,Actual,1.655225234052004
Hendrik Dombek,GER,6,1.6703333333333388,0.26080582718007744,0.6520000000000067,Actual,1.6144807170885904
