Athlete,Country,Races,Shifted_Mean,Shape,Shift_Used,Profile_Type,Scale
Mathias Vosté,BEL,6,1.7036666666666713,0.2025917760430722,0.6520000000000067,Actual,1.669060807080679
Erik Resell,NOR,2,1.7420000000000067,0.20520727985820802,0.6520000000000067,Synthetic,1.7057055962611576
Cristian Landrø Magnussen,NOR,12,1.7475000000000052,0.17750628158365805,0.6520000000000067,Actual,1.7201851925645177
Wei-Lin Tai,TPE,8,1.761750000000005,0.11845559111433063,0.6520000000000067,Actual,1.7494330599282146
Maximilian Strübe,GER,7,1.7668571428571478,0.05674267285448651,0.6520000000000067,Actual,1.7640150288921204
Antoine Roger,CAN,1,1.7960000000000123,0.20520727985820802,0.6520000000000067,Synthetic,1.7585805114150679
Daniel Milagros,ESP,11,1.7980000000000063,0.1275634285095877,0.6520000000000067,Actual,1.783430437876099
Jakub Piotrowski,POL,4,1.828000000000003,0.05910685387884645,0.6520000000000067,Actual,1.8248096184662064
Moritz Klein,GER,9,1.8297777777777826,0.08087715197965495,0.6520000000000067,Actual,1.823803161008966
Antoni Pluta,POL,1,1.8940000000000037,0.20520727985820802,0.6520000000000067,Synthetic,1.8545386907684425
Mateusz Śliwka,POL,1,1.9700000000000046,0.20520727985820802,0.6520000000000067,Synthetic,1.9289552380220871
Min-Seok Kim,HUN,3,1.9746666666666748,0.08204221578034547,0.6520000000000067,Actual,1.9680321702188424
Jhoan Sebastian Guzman Bitar,ESP,1,2.0140000000000016,0.20520727985820802,0.6520000000000067,Synthetic,1.9720385022215623
Ignaz Gschwentner,AUT,13,2.0656923076923133,0.08531719825533153,0.6520000000000067,Actual,2.058187859969625
Tuukka Suomalainen,FIN,12,2.08233333333334,0.15226746355446294,0.6520000000000067,Actual,2.0583328717907086
Oliver Grob,SUI,14,2.1034285714285774,0.12180177790603929,0.6520000000000067,Actual,2.087883409106693
Cornelius Kersten,GBR,3,2.2040000000000064,0.11003339536583318,0.6520000000000067,Actual,2.190698005989593
Sebastian Forsmark,SWE,7,2.242571428571432,0.073209096114979,0.6520000000000067,Actual,2.236569862376741
Gabriel Eduard Nitu,ROU,7,2.3354285714285767,0.13653190947093152,0.6520000000000067,Actual,2.313762379959021
Kai in 't Veld,GRE,2,2.449000000000011,0.20520727985820802,0.6520000000000067,Synthetic,2.397975318739138
Joonas Valge,EST,11,2.514363636363642,0.09229961425286601,0.6520000000000067,Actual,2.5036762076896246
Robbe Beelen,BEL,9,2.5480000000000067,0.13437501975910826,0.6520000000000067,Actual,2.5250993657928986
Botond Bejczi,HUN,1,2.5580000000000056,0.20520727985820802,0.6520000000000067,Synthetic,2.504704314142385
Max Kokko,FIN,1,2.6859999999999986,0.20520727985820802,0.6520000000000067,Synthetic,2.6300374463590415
Bálint Bödei,HUN,4,2.9670000000000063,0.037273517678906375,0.6520000000000067,Actual,2.9649396667151464
Prokop Stodola,CZE,4,3.669500000000005,0.035162891218207135,0.6520000000000067,Actual,3.667232163118198
