Athlete,Country,Races,Shifted_Mean,Shape,Shift_Used,Profile_Type,Scale
Jordan Stolz,USA,9,1.1908888888888967,0.8774873211446276,2.3280000000000087,Actual,0.810347585346708
Peder Kongshaug,NOR,8,1.9702500000000076,0.29986876820827246,2.3280000000000087,Actual,1.8836281784730802
Zhongyan Ning,CHN,8,1.9935000000000138,0.15327677921181296,2.3280000000000087,Actual,1.9702195875835609
Kjeld Nuis,NED,8,2.1035000000000097,0.2880814760332993,2.3280000000000087,Actual,2.0180004716071873
Tim Prins,NED,8,2.458000000000006,0.1875377073321902,2.3280000000000087,Actual,2.4151534254850713
Finn Sonnekalb,GER,6,2.54800000000001,0.2511220138683122,2.3280000000000087,Actual,2.468912091393538
Sander Eitrem,NOR,9,2.8064444444444545,0.26407102687599165,2.3280000000000087,Actual,2.7102790668033885
Daniele Di Stefano,ITA,9,3.2464444444444536,0.18737373846688343,2.3280000000000087,Actual,3.1899521651724516
Connor Howe,CAN,6,3.265666666666681,0.3762663278176673,2.3280000000000087,Actual,3.0424884600936926
Wesly Dijs,NED,9,3.379777777777784,0.14750593265490347,2.3280000000000087,Actual,3.3432084545562697
Vladimir Semirunniy,POL,6,3.561333333333343,0.20863317040422252,2.3280000000000087,Actual,3.484662189083798
Min-Seok Kim,HUN,9,3.577555555555565,0.29970108694086006,2.3280000000000087,Actual,3.420440659998542
Didrik Eng Strand,NOR,8,3.699750000000009,0.160592890106846,2.3280000000000087,Actual,3.6523478655153516
Hendrik Dombek,GER,9,3.699777777777785,0.14377243822845828,2.3280000000000087,Actual,3.661736545191966
Tijmen Snel,NED,8,3.7047500000000078,0.2611589948044262,2.3280000000000087,Actual,3.580540511222354
Metoděj Jílek,CZE,6,3.8006666666666753,0.19731486190845962,2.3280000000000087,Actual,3.7273961716337003
Joep Wennemars,NED,7,3.8131428571428643,0.3228116663023642,2.3280000000000087,Actual,3.6195512716105123
Kazuya Yamada,JPN,9,3.924222222222232,0.2273766305109945,2.3280000000000087,Actual,3.8240807270763493
Yu Wu,CHN,1,3.9700000000000184,0.18443057633665344,2.3280000000000087,Synthetic,3.903051862458931
Stefan Emele,GER,5,3.9848000000000097,0.1404227845570894,2.3280000000000087,Actual,3.9457057812876144
Taiyo Nonomura,JPN,8,4.038500000000006,0.26053343223336006,2.3280000000000087,Actual,3.903737787642438
Alexander Farthofer,AUT,5,4.0596000000000085,0.33588564438182583,2.3280000000000087,Actual,3.8369388090740704
Antoine Gélinas-Beaulieu,CAN,3,4.070666666666673,0.14583785103248156,2.3280000000000087,Actual,4.027607176175904
Serge Yoro,NED,1,4.086000000000004,0.18443057633665344,2.3280000000000087,Synthetic,4.017095695215903
Seitaro Ichinohe,JPN,4,4.09100000000001,0.18894907856985105,2.3280000000000087,Actual,4.018620006781513
Ryota Kojima,JPN,5,4.096400000000012,0.09828357022663385,2.3280000000000087,Actual,4.076662786089229
Gabriel Odor,AUT,9,4.2342222222222325,0.28857638456378676,2.3280000000000087,Actual,4.061537074091507
Casey Dawson,USA,5,4.238800000000003,0.14567563254677787,2.3280000000000087,Actual,4.194061161044102
Emery Lehman,USA,9,4.2864444444444505,0.19579432409352993,2.3280000000000087,Actual,4.205065541185261
David Larue,CAN,9,4.308666666666674,0.12863810216839708,2.3280000000000087,Actual,4.273164346355236
Wenhao Li,CHN,4,4.41100000000001,0.2112819345574958,2.3280000000000087,Actual,4.313636971557437
Hanbin Liu,CHN,8,4.526500000000009,0.23207776443549263,2.3280000000000087,Actual,4.406227889414677
Bart Swings,BEL,3,4.534666666666677,0.12632882960669783,2.3280000000000087,Actual,4.498626337679093
Albertus (Bart) Hoolwerf,NED,1,4.5440000000000165,0.18443057633665344,2.3280000000000087,Synthetic,4.467372207308153
Marten Liiv,EST,2,4.563000000000008,0.18443057633665344,2.3280000000000087,Synthetic,4.486051800604546
Moritz Klein,GER,9,4.588666666666674,0.09872535913906459,2.3280000000000087,Actual,4.566358896827287
Valentin Thiebault,FRA,8,4.604750000000008,0.23078565228409392,2.3280000000000087,Actual,4.483739332734832
Motonaga Arito,JPN,8,4.619750000000007,0.08217032527514254,2.3280000000000087,Actual,4.604180107573065
Koutaro Kasahara,JPN,4,4.698500000000008,0.21041613991091968,2.3280000000000087,Actual,4.595629912289757
Jaewon Chung,KOR,4,4.776000000000012,0.13631534330968736,2.3280000000000087,Actual,4.731831986524542
Shoumu Sasaki,JPN,2,5.015000000000006,0.18443057633665344,2.3280000000000087,Synthetic,4.930429493761076
Mathias Vosté,BEL,8,5.1422500000000095,0.18250606614605708,2.3280000000000087,Actual,5.057318968643414
Finn Elias Haneberg,NOR,5,5.201600000000008,0.1421775348122577,2.3280000000000087,Actual,5.149291049276135
Riccardo Lorello,ITA,6,5.23000000000001,0.10538059276101883,2.3280000000000087,Actual,5.201040716814943
Ryan Kulbacki,CAN,1,5.286000000000007,0.18443057633665344,2.3280000000000087,Synthetic,5.196859482357138
Seong-Hyeon Park,KOR,5,5.298800000000005,0.14060424038776945,2.3280000000000087,Actual,5.24668056667547
Gabriel Groß,GER,3,5.3593333333333435,0.07980237943978871,2.3280000000000087,Actual,5.342295232013082
Jake Weidemann,CAN,6,5.367000000000005,0.2597357011136429,2.3280000000000087,Actual,5.188983268576936
Allan Dahl Johansson,NOR,4,5.409000000000008,0.17766174454483097,2.3280000000000087,Actual,5.324306056908626
Viktor Rudenko,BLR,3,5.460666666666678,0.18865327817399344,2.3280000000000087,Actual,5.364353431243622
Francesco Betti,ITA,8,5.462250000000008,0.1385175914196251,2.3280000000000087,Actual,5.410098129413554
Livio Wenger,SUI,9,5.479777777777787,0.10288106596722935,2.3280000000000087,Actual,5.4508539897681025
Indra Medard,BEL,9,5.517555555555564,0.09844859563197016,2.3280000000000087,Actual,5.490881817286395
Kristian Gamme Ulekleiv,NOR,1,5.530000000000021,0.18443057633665344,2.3280000000000087,Synthetic,5.436744785742536
Hallgeir Engebråten,NOR,1,5.649999999999983,0.18443057633665344,2.3280000000000087,Synthetic,5.5547211644566215
Szymon Wojtakowski,POL,5,5.687600000000012,0.17441420214611558,2.3280000000000087,Actual,5.601745298239227
Kai in 't Veld,GRE,4,5.693500000000006,0.11793971443447768,2.3280000000000087,Actual,5.654039724446308
Ethan Cepuran,USA,4,5.696000000000014,0.1462708915921033,2.3280000000000087,Actual,5.635391306601796
Hyeon-Min Oh,KOR,3,5.748000000000014,0.14770375267622926,2.3280000000000087,Actual,5.685640404342076
Baoshuo Pan,CHN,4,5.78600000000001,0.1206459053414142,2.3280000000000087,Actual,5.744043985251624
Hyeon-Joon.00 Ahn,KOR,1,5.889999999999992,0.18443057633665344,2.3280000000000087,Synthetic,5.790673921884878
Szymon Palka,POL,3,5.964666666666673,0.08378923553152436,2.3280000000000087,Actual,5.9437654962695206
Hojun Yang,KOR,4,5.988500000000004,0.18668441361629143,2.3280000000000087,Actual,5.885051126451217
Tyson Langelaar,CAN,2,5.9890000000000025,0.18443057633665344,2.3280000000000087,Synthetic,5.88800443432404
Conor Mcdermott-Mostowy,USA,6,5.993000000000006,0.27884904223654383,2.3280000000000087,Actual,5.764472950764354
Sigurd Holbø Dyrset,NOR,3,6.1226666666666745,0.09673118110223164,2.3280000000000087,Actual,6.094088913368953
Xianghe Quan,CHN,1,6.199999999999994,0.18443057633665344,2.3280000000000087,Synthetic,6.095446233563032
Peter Michael,NZL,2,6.208000000000011,0.18443057633665344,2.3280000000000087,Synthetic,6.103311325477323
Masaya Yamada,JPN,2,6.343000000000016,0.18443057633665344,2.3280000000000087,Synthetic,6.236034751530717
Luca Veeman,CAN,1,6.380000000000015,0.18443057633665344,2.3280000000000087,Synthetic,6.272410801634238
Mathieu Belloir,FRA,8,6.4447500000000115,0.16082652252061322,2.3280000000000087,Actual,6.361939353756279
Mateusz Śliwka,POL,1,6.464000000000004,0.18443057633665344,2.3280000000000087,Synthetic,6.354994266734113
Marcin Bachanek,POL,1,6.484000000000014,0.18443057633665344,2.3280000000000087,Synthetic,6.374656996519811
Andrea Giovannini,ITA,2,6.520000000000001,0.18443057633665344,2.3280000000000087,Synthetic,6.410049910134035
Max Halyk,CAN,2,6.570000000000006,0.18443057633665344,2.3280000000000087,Synthetic,6.459206734598257
Davide Ghiotto,ITA,1,6.5840000000000085,0.18443057633665344,2.3280000000000087,Synthetic,6.472970645448242
Viktor Hald Thorup,DEN,2,6.668000000000012,0.18443057633665344,2.3280000000000087,Synthetic,6.55555411054813
Wei-Lin Tai,TPE,3,6.682000000000012,0.058953843290962586,2.3280000000000087,Actual,6.670398252160543
Konrád Nagy,HUN,2,6.779000000000002,0.18443057633665344,2.3280000000000087,Synthetic,6.664682260858684
Roman Binozarov,KAZ,4,6.9335000000000075,0.11186511924279517,2.3280000000000087,Actual,6.890253203433911
Ted-Jan Bloemen,CAN,2,7.01200000000002,0.18443057633665344,2.3280000000000087,Synthetic,6.8937530628619585
Chuanyi Sun,CHN,3,7.01466666666667,0.06234942090065274,2.3280000000000087,Actual,7.001045325055255
Cornelius Kersten,GBR,3,7.202666666666677,0.22979334481473068,2.3280000000000087,Actual,7.014986837116935
Manuel Robla,ESP,7,7.220285714285721,0.05101198088400496,2.3280000000000087,Actual,7.210897429345701
Demyan Gavrilov,KAZ,1,7.520000000000016,0.18443057633665344,2.3280000000000087,Synthetic,7.393186399418408
Botond Bejczi,HUN,1,7.596000000000009,0.18443057633665344,2.3280000000000087,Synthetic,7.467904772604013
Bálint Bödei,HUN,1,8.130000000000015,0.18443057633665344,2.3280000000000087,Synthetic,7.992899657881867
Flavio Gross,SUI,8,8.32475000000001,0.15975166077579844,2.3280000000000087,Actual,8.219198587073524
Jonathan Tobon,USA,1,8.810000000000008,0.18443057633665344,2.3280000000000087,Synthetic,8.661432470595225
Aleksandr Klenko,KAZ,1,8.890000000000006,0.18443057633665344,2.3280000000000087,Synthetic,8.740083389737972
Juuso Lehtonen,FIN,4,9.28600000000001,0.10734720757319922,2.3280000000000087,Actual,9.232650586684626
Yerhanati Ayitinama,CHN,1,9.306000000000003,0.18443057633665344,2.3280000000000087,Synthetic,9.149068169280266
Lukas Stekly,SVK,2,9.839000000000004,0.18443057633665344,2.3280000000000087,Synthetic,9.67307991806883
Tadeáš Procházka,CZE,2,10.376000000000003,0.18443057633665344,2.3280000000000087,Synthetic,10.201024212814529
Alessio Trentini,ITA,1,10.48000000000001,0.18443057633665344,2.3280000000000087,Synthetic,10.30327040770011
Prokop Stodola,CZE,1,10.740000000000029,0.18443057633665344,2.3280000000000087,Synthetic,10.558885894914061
Adrian Octavian Fierar,ROU,2,10.996,0.18443057633665344,2.3280000000000087,Synthetic,10.810568836170832
Daan van der Elst,BEL,4,11.023500000000007,0.11405139634986036,2.3280000000000087,Actual,10.952037337228598
Kierryn Hughes,NZL,3,11.234666666666675,0.03641942907847442,2.3280000000000087,Actual,11.227218447264885
