Athlete,Country,Races,Shifted_Mean,Shape,Shift_Used,Profile_Type,Scale
Kyouko Nitta,JPN,1,26.758000000000017,0.31569946943529403,6.526000000000044,Synthetic,25.4572459732697
Wenjing Jin,CHN,2,27.628999999999998,0.31569946943529403,6.526000000000044,Synthetic,26.285905112320357
Laura Lorenzato,ITA,2,28.589000000000006,0.31569946943529403,6.526000000000044,Synthetic,27.199237802892856
Hana Noake,JPN,1,30.56800000000002,0.31569946943529403,6.526000000000044,Synthetic,29.082035088979303
Ingrid Håkegård Eichler,NOR,1,30.638000000000012,0.31569946943529403,6.526000000000044,Synthetic,29.148632264333543
Kristina Shumekova,KAZ,1,30.970000000000006,0.31569946943529403,6.526000000000044,Synthetic,29.46449315315652
Aurora Grinden Løvås,NOR,1,31.440000000000033,0.31569946943529403,6.526000000000044,Synthetic,29.911645616249334
Magdalena Czyszczoń,POL,2,32.379000000000026,0.31569946943529403,6.526000000000044,Synthetic,30.804999154215555
Lucie Korvasova,CZE,1,33.238000000000035,0.31569946943529403,6.526000000000044,Synthetic,31.62224163463408
Julia Nizan,FRA,1,33.458000000000006,0.31569946943529403,6.526000000000044,Synthetic,31.83154704289025
Laurie Cayer,CAN,1,33.948000000000015,0.31569946943529403,6.526000000000044,Synthetic,32.29772727036996
Marte Bjerkreim Furnée,NOR,1,34.29800000000004,0.31569946943529403,6.526000000000044,Synthetic,32.63071314714121
Lemi Williamson,JPN,1,34.359999999999985,0.31569946943529403,6.526000000000044,Synthetic,32.68969921674064
Zuzana Kursova,CZE,2,34.45900000000001,0.31569946943529403,6.526000000000044,Synthetic,32.78388665045594
Ramona Härdi,SUI,2,34.47900000000002,0.31569946943529403,6.526000000000044,Synthetic,32.80291441484289
Yuna Onodera,JPN,1,34.70000000000002,0.31569946943529403,6.526000000000044,Synthetic,33.013171211318415
Elisa Dul,NED,1,35.210000000000015,0.31569946943529403,6.526000000000044,Synthetic,33.49837920318507
Anna Molnar,AUT,2,36.549000000000014,0.31569946943529403,6.526000000000044,Synthetic,34.77228802888983
Nadja Wenger,SUI,2,39.26900000000001,0.31569946943529403,6.526000000000044,Synthetic,37.36006398551189
Marlen Ehseluns,GER,1,39.438000000000024,0.31569946943529403,6.526000000000044,Synthetic,37.52084859458145
Katerina Kainova,CZE,1,39.73999999999999,0.31569946943529403,6.526000000000044,Synthetic,37.808167836824
Natascha Lindenskov,DEN,1,40.85800000000004,0.31569946943529403,6.526000000000044,Synthetic,38.871819866053286
Anastasiia Grigoreva,RUS,1,42.59799999999999,0.31569946943529403,6.526000000000044,Synthetic,40.52723536771588
Hanna Svenni,NOR,1,49.77000000000002,0.31569946943529403,6.526000000000044,Synthetic,47.35059167686794
Marija Degen,KAZ,1,52.48,0.31569946943529403,6.526000000000044,Synthetic,49.928853751296536
Gemma Cooper,GBR,1,53.57800000000002,0.31569946943529403,6.526000000000044,Synthetic,50.97347801613885
