Athlete,Country,Races,Shifted_Mean,Shape,Shift_Used,Profile_Type,Scale
Joy Beune,NED,8,1.6272500000000005,1.0659505493119634,2.884000000000006,Actual,0.9219780954825487
Miho Takagi,JPN,9,1.989111111111114,0.5084630782488868,2.884000000000006,Actual,1.7479095134653493
Antoinette Rijpma-de Jong,NED,9,2.5484444444444465,0.20778952864078107,2.884000000000006,Actual,2.4940176074044356
Femke Kok,NED,1,2.57999999999999,0.22386150851947625,2.884000000000006,Synthetic,2.5161561795012863
Ragne Wiklund,NOR,9,2.8557777777777806,0.2649174094247338,2.884000000000006,Actual,2.7573046201096627
Brittany Bowe,USA,9,3.097999999999998,0.2581251478157437,2.884000000000006,Actual,2.996492524074808
Mei Han,CHN,8,3.1415000000000006,0.440300615230854,2.884000000000006,Actual,2.8512801731080977
Nikola Zdráhalova,CZE,9,3.255777777777781,0.24241345424242902,2.884000000000006,Actual,3.161507764108172
Nadezhda Morozova,KAZ,6,3.6223333333333314,0.40641513367897125,2.884000000000006,Actual,3.335197022956804
Ivanie Blondin,CAN,9,3.6424444444444464,0.3283100531011526,2.884000000000006,Actual,3.451335513319398
Marijke Groenewoud,NED,9,3.7604444444444414,0.6315884819240395,2.884000000000006,Actual,3.080479135856446
Valerie Maltais,CAN,9,3.9168888888888875,0.28119157005951234,2.884000000000006,Actual,3.765058271781649
Binyu Yang,CHN,9,3.9635555555555544,0.4195705162833975,2.884000000000006,Actual,3.6295975738098636
Angel Daleman,NED,7,4.146571428571426,0.37256692300062483,2.884000000000006,Actual,3.868546189888799
Francesca Lollobrigida,ITA,8,4.1480000000000015,0.6720017485137663,2.884000000000006,Actual,3.309619126893726
Melissa Wijfje,NED,9,4.31222222222222,0.22101167049775478,2.884000000000006,Actual,4.208180162480087
Elizaveta Golubeva,KAZ,4,4.336999999999998,0.11242041322141877,2.884000000000006,Actual,4.309680149887123
Isabelle van Elst,BEL,9,4.432444444444445,0.1812973405610118,2.884000000000006,Actual,4.360195354155511
Isabel Grevelt,NED,1,4.519999999999988,0.22386150851947625,2.884000000000006,Synthetic,4.408149585792957
Qi Yin,CHN,8,4.552750000000001,0.32399969644772847,2.884000000000006,Actual,4.319948774126742
Martina Sáblíková,CZE,6,4.688000000000003,0.15491241162496786,2.884000000000006,Actual,4.632085157167417
Chloé Hoogendoorn,NED,2,4.757999999999995,0.22386150851947625,2.884000000000006,Synthetic,4.640260117080293
Lea Sophie Scholz,GER,8,4.936250000000001,0.11226068730796376,2.884000000000006,Actual,4.90524334133965
Natalia Czerwonka,POL,3,5.026666666666652,0.08241925069704008,2.884000000000006,Actual,5.009622722990784
Ayano Sato,JPN,9,5.094666666666668,0.203848193464179,2.884000000000006,Actual,4.989906628810998
Kaitlyn McGregor,SUI,8,5.136249999999999,0.2666871268550767,2.884000000000006,Actual,4.956809210535856
Jutta Leerdam,NED,1,5.239999999999986,0.22386150851947625,2.884000000000006,Synthetic,5.110332705653782
Jiaxuan Li,CHN,3,5.333999999999993,0.18041026232627794,2.884000000000006,Actual,5.247897364512158
Natalia Jabrzyk,POL,7,5.339714285714288,0.28733913753178786,2.884000000000006,Actual,5.123768774364536
Isabelle Weidemann,CAN,4,5.404499999999993,0.12758500032119185,2.884000000000006,Actual,5.360691477298158
Kimi Goetz,USA,2,5.591999999999997,0.22386150851947625,2.884000000000006,Synthetic,5.453622230919086
Meike Veen,NED,3,5.644666666666656,0.21712565935734865,2.884000000000006,Actual,5.513167768483361
Greta Myers,USA,8,5.7822499999999994,0.26742161291581135,2.884000000000006,Actual,5.579146014956642
Momoka Horikawa,JPN,8,5.840500000000004,0.31485217969612483,2.884000000000006,Actual,5.558067423193048
Rin Kosaka,JPN,3,5.902666666666676,0.04300490349789374,2.884000000000006,Actual,5.89721092956114
Jeannine Rosner,AUT,5,5.950799999999992,0.19619239402529015,2.884000000000006,Actual,5.837367569462673
Rio Yamada,JPN,2,5.975,0.22386150851947625,2.884000000000006,Synthetic,5.827144640511723
Ji-Woo Park,KOR,7,5.975714285714288,0.13133160473619976,2.884000000000006,Actual,5.924401333741488
Elisa Dul,NED,1,5.985999999999995,0.22386150851947625,2.884000000000006,Synthetic,5.837872438176259
Pien Smit,NED,1,6.1099999999999905,0.22386150851947625,2.884000000000006,Synthetic,5.958803975485619
Gioya Lancee,NED,1,6.159999999999988,0.22386150851947625,2.884000000000006,Synthetic,6.0075666921426185
Ahenaer Adake,CHN,6,6.170666666666668,0.1899962203834764,2.884000000000006,Actual,6.060289673844353
Sofia Thorup,DEN,8,6.185250000000002,0.14859478106163185,2.884000000000006,Actual,6.117339139915957
Arianna Fontana,ITA,4,6.206000000000008,0.3576036558062828,2.884000000000006,Actual,5.821607222586731
Aleksandra Sayutina,RUS,3,6.23333333333332,0.19532766874482474,2.884000000000006,Actual,6.115550478514662
Vanessa Herzog,AUT,1,6.356,0.22386150851947625,2.884000000000006,Synthetic,6.198716541438077
Wenjing Jin,CHN,2,6.441000000000008,0.22386150851947625,2.884000000000006,Synthetic,6.281613159754989
Soo-Min Kang,KOR,6,6.625666666666668,0.16773740178918,2.884000000000006,Actual,6.533109898411726
Abigail Mccluskey,CAN,4,6.710500000000009,0.08549678752808568,2.884000000000006,Actual,6.686018891446767
Sandrine Tas,BEL,7,6.776285714285714,0.1316837270451325,2.884000000000006,Actual,6.7177872370070375
