Athlete,Country,Races,Shifted_Mean,Shape,Shift_Used,Profile_Type,Scale
Leewon Lim,KOR,4,6.851999999999995,0.07091761115554633,2.884000000000006,Actual,6.834791238365366
Béatrice Lamarche,CAN,4,6.894500000000006,0.12142020662127076,2.884000000000006,Actual,6.843864510548154
Mia Manganello,USA,7,6.91257142857143,0.25033879452388547,2.884000000000006,Actual,6.699326131967858
Kristina Shumekova,KAZ,3,7.020666666666677,0.18248917130381065,2.884000000000006,Actual,6.904732399200073
Hana Noake,JPN,2,7.031999999999988,0.22386150851947625,2.884000000000006,Synthetic,6.857988470640731
Ellia Smeding,GBR,5,7.192800000000003,0.17796517337063628,2.884000000000006,Actual,7.079793383950857
Arina Ilyachshenko,KAZ,4,7.251999999999994,0.12415906927306833,2.884000000000006,Actual,7.196318354936805
Alexa Scott,CAN,5,7.356799999999993,0.15227155114975194,2.884000000000006,Actual,7.272002807478099
Sumire Kikuchi,JPN,1,7.567999999999989,0.22386150851947625,2.884000000000006,Synthetic,7.380724793203791
Esther Kiel,NED,1,7.71999999999999,0.22386150851947625,2.884000000000006,Synthetic,7.52896345184108
Aurora Grinden Løvås,NOR,8,7.744999999999999,0.1561744645369228,2.884000000000006,Actual,7.65112152893212
Marlen Ehseluns,GER,8,7.76075,0.2752824744206324,2.884000000000006,Actual,7.472194705830252
Linda Rossi,ITA,1,7.768000000000022,0.22386150851947625,2.884000000000006,Synthetic,7.575775659831833
Kyouko Nitta,JPN,4,7.802000000000001,0.13328519010446746,2.884000000000006,Actual,7.733005834604634
Zofia Braun,POL,4,7.838000000000006,0.2640180997351479,2.884000000000006,Actual,7.5695295681428405
Emily Tormen,ITA,4,7.9769999999999985,0.13843746680835428,2.884000000000006,Actual,7.900925739483954
Laura Hall,CAN,3,8.073333333333338,0.22846051313276017,2.884000000000006,Actual,7.865368168607455
Maddison Pearman,CAN,1,8.216,0.22386150851947625,2.884000000000006,Synthetic,8.012689601078547
Leonie Bats,NED,1,8.21999999999999,0.22386150851947625,2.884000000000006,Synthetic,8.016590618411097
Isabel Kraus,GER,2,8.252000000000008,0.22386150851947625,2.884000000000006,Synthetic,8.047798757071597
Yuna Onodera,JPN,4,8.280499999999998,0.07908345545426217,2.884000000000006,Actual,8.254646521963416
Violette Braun,FRA,4,8.314499999999997,0.07783068660201695,2.884000000000006,Actual,8.289355075606602
Marte Bjerkreim Furnée,NOR,1,8.357999999999981,0.22386150851947625,2.884000000000006,Synthetic,8.151175716384412
Giorgia Birkeland,USA,4,8.521999999999993,0.06456062206797904,2.884000000000006,Actual,8.504258330587902
Evelien Vijn,NED,1,8.649999999999983,0.22386150851947625,2.884000000000006,Synthetic,8.435949981661304
Yoon-Jee Kim,KOR,1,8.673999999999998,0.22386150851947625,2.884000000000006,Synthetic,8.459356085656681
Ramona Härdi,SUI,8,8.9,0.08226031001687024,2.884000000000006,Actual,8.869938807097318
Josie Hofmann,GER,1,9.021999999999997,0.22386150851947625,2.884000000000006,Synthetic,8.798744593589413
Veronica Luciani,ITA,2,9.027,0.22386150851947625,2.884000000000006,Synthetic,8.803620865255116
Sanne Westra,NED,1,9.549999999999988,0.22386150851947625,2.884000000000006,Synthetic,9.313678881487347
Rosalie van Vliet,NED,1,9.669999999999993,0.22386150851947625,2.884000000000006,Synthetic,9.430709401464156
Sofie Adeberg,GER,1,10.036000000000007,0.22386150851947625,2.884000000000006,Synthetic,9.78765248739342
Maira Jasch,GER,1,10.045999999999983,0.22386150851947625,2.884000000000006,Synthetic,9.797405030724798
Olga Piotrowska,POL,3,10.106000000000003,0.16314847022353654,2.884000000000006,Actual,9.972393199127307
Karolina Bosiek,POL,1,10.203999999999999,0.22386150851947625,2.884000000000006,Synthetic,9.951495215360941
Mette ten Cate,NED,1,10.309999999999993,0.22386150851947625,2.884000000000006,Synthetic,10.054872174673779
Sarah Warren,USA,2,10.639000000000001,0.22386150851947625,2.884000000000006,Synthetic,10.37573085027686
Xiangyu Chen,CHN,2,10.772000000000004,0.22386150851947625,2.884000000000006,Synthetic,10.505439676584485
Anna Kubo,JPN,1,11.238000000000019,0.22386150851947625,2.884000000000006,Synthetic,10.95990819582776
Marija Degen,KAZ,1,11.404000000000002,0.22386150851947625,2.884000000000006,Synthetic,11.12180041512899
Sophie Exterkate,NED,1,11.669999999999993,0.22386150851947625,2.884000000000006,Synthetic,11.38121806774423
Abigél Mercs,HUN,3,11.866666666666665,0.00618255397534495,2.884000000000006,Actual,11.86643987325687
Chrysta Rands-Evans,USA,1,12.008000000000015,0.22386150851947625,2.884000000000006,Synthetic,11.710854032345583
Ju-Lin de Visser,TPE,4,12.039499999999999,0.13359359464649403,2.884000000000006,Actual,11.93254196209361
Magdalena Czyszczoń,POL,4,12.063000000000008,0.2194019512126983,2.884000000000006,Actual,11.776126551449357
Lucie Korvasova,CZE,5,12.123999999999999,0.09266394475194445,2.884000000000006,Actual,12.072059568242032
Evi de Ruijter,NED,1,12.209999999999985,0.22386150851947625,2.884000000000006,Synthetic,11.90785540763984
Anna Molnar,AUT,3,13.170666666666662,0.04986030407052899,2.884000000000006,Actual,13.154305370103629
Natascha Lindenskov,DEN,4,13.261999999999995,0.05930536064853559,2.884000000000006,Actual,13.238698433449558
Zuzana Kursova,CZE,1,17.476000000000006,0.22386150851947625,2.884000000000006,Synthetic,17.0435447259553
